"","id","weight","airline","tweet"
"335","137996",-1,"JetBlue","Fly @JetBlue to #JFKAirport (@NY_NJairports) layover for 2 1/2 hrs, then fly onto @fly_SAV and wait 2 hrs for shuttle to @FLETC1."
"336","13828",0,"American","Watched the first 4 episodes of Silicon Valley on @AmericanAir  hilarious show and can't wait to watch more."
"337","138543",-1,"American","@AmericanAir hi, i purchased a non-refundable ticket. since, i've been diagnosed with a medical problem that prohibits me from flying. help?"
"338","138649",-1,"American","@AmericanAir anyone I can talk to to confirm my itinerary? I've never seen either error before."
"339","138679",-1,"JetBlue","@jetblue stranding a group of college students in NC? WTF? It's BS that you are telling them no flights to JFK in the next two days."
"340","138845",-1,"United","I miss you, @united!"
"341","138931",-2,"SouthWest","Airlines report on '14 data says biggest @BWI_Airport carrier @SouthwestAir had worse on-time, complaint, boarding &amp; mishandled bag rates"
"342","138947",-1,"AlaskaAir",".@AlaskaAir officials released statement about ramp agent trapped in cargo hold on Flt. 448. After 14 min in air, ""agent appeared okay."""
"343","138997",-2,"AlaskaAir","Plane makes emergency landing in Seattle after worker heard trapped in cargo hold; worker 'appears okay' - @AlaskaAir"
"344","139022",-1,"AlaskaAir",".@AlaskaAir Airport worker found trapped inside cargo hold after takeoff from @JFK http://t.co/sVF7shMcM7"
"345","139078",-1,"AlaskaAir","@YahooNews @AlaskaAir How does a worker gets trapped inside the cargo area?"
"346","139247",-1,"AlaskaAir","Can't make this up- @AlaskaAir  airport worker found trapped inside cargo hold after takeoff http://t.co/2h8ilxnGtt"
"347","139340",-2,"United","@TmarTn @united I dont think it is The flight companys fault that the guy next to you is FAT"
"348","139396",0,"United","@elliottdotorg @united  Usually you at least get a kiss after getting screwed like that."
"349","139444",2,"JetBlue","Thank @JetBlue.  always making travel easy and stress free."
"350","139570",-1,"American","@AmericanAir is there an option where I can get a call back? It's an AAdvantage issue."
"351","139648",-1,"VirginAmerica","@VirginAmerica can't wait till u fly to Hawaii!!"
"352","139922",1,"JetBlue","can i like switch my friday flight to trinidad to a boston flight ? @JetBlue"
"353","140143",-2,"SouthWest","@rayadverb @CaitJGibson @SouthwestAir ~ no worries, Dave. Those little bags of peanuts can't do much damage #WearAGoalieMask"
"354","140329",-2,"SouthWest","Gate agent plays Music City trivia while we wait through lightning delay. @SouthwestAir #fun2fly https://t.co/srXZxGcAvE"
"355","140929",-1,"JetBlue","@JetBlue do you folks have an email alert function so passengers know when their flight is delayed?"
"356","141071",-1,"VirginAmerica","@VirginAmerica - so sad that people can't buy beers on flights."
"357","14111",-2,"SouthWest","Hey @SouthwestAir I see there is still a travel warning for MDW through Friday. We are supposed to fly there that morning. Should we cancel?"
"358","14116",-1,"American","@flyLAXairport @AmericanAir @FlyEIA Odd that they are starting new service as US in markets where US never big. PHL I would understand."
"359","141346",-3,"American","@AmericanAir AA86 last night couldn't turn off the lights in business/prem. economy. sounded mechanical. That's weird to miss in precheck?"
"360","14193",-1,"SouthWest","Landed in Midland 6:30pm Tuesday, took off at 7:10pm Wednesday. All for a 4 hr meeting. Hell of a commute. @SouthwestAir #flyingsolo"
"361","142024",0,"American","@AmericanAir  web services diagnosed issue as web site not fully compatible w ie10 many dates &amp; routes tested."
"362","142111",-2,"SouthWest","@DoryuuShepherd @SouthwestAir :ccccc Sorry man! That's awful! If you need anything, bro just holler."
"363","142208",-2,"SouthWest","@DoryuuShepherd @SouthwestAir This is insane. Dude I'm so sorry this happened to you....can't imagine what you're going through. *hugs*"
"364","142762",0,"AlaskaAir","@AlaskaAir no problem. Every time ive flown with you guys its been awesome!"
"365","14309",0,"JetBlue","Today on this @JetBlue flight to LAX I have my own row. Which is like first class for poor people."
"366","143305",1,"JetBlue","Hey .@JetBlue  can you switch my flight for me? And make it today? You would be my favorite airline ever"
"367","14339",-1,"SouthWest","#FYI: Due to weather &amp; Friday's #faafire, @SouthwestAir has CANCELLED ALL IB/OB flights to/from #MDW after 12 pm today... STAY TUNED!"
"368","143517",-2,"JetBlue","@JetBlue just changed my flight nxt wk to accommodate a mtg; within 1 hour it was cancelled. any way I can revert back my original flight?"
"369","14356",-1,"JetBlue","@JetBlue I'm hopeful! Totally my fault. Too much birthday partying last night. :("
"370","14367",0,"VirginAmerica","@GloZell @VirginAmerica cant wait for next week! have a safe flight Ã°Å¸ËœÅ "
"371","14391",-1,"SouthWest","@BartCrow @SouthwestAir missed ya too man"
"372","144035",1,"United","@x_Mycroft_x @united @bsidessf Malaysia isn't worth three day visit, and I'm waiting for the DNA hacking night market to open :-P"
"373","14411",-2,"United","Despite the delay, @United was ok. Not a fan of the baggage fee... don't think they can lure me away from @jetBlue. #TrueBlueForLife #Mosaic"
"374","144142",-1,"Delta","@Delta @DeltaAssist how do I make a formal complaint?"
"375","144229",-2,"Delta","@GoldboxATL @DeltaAssist hence the trip-in-vain comment. Their MX delay meant you would miss your meeting, so no point in going."
"376","144360",-1,"JetBlue","@tyleroakley @obviouslyava @JetBlue You only RTed this because of the Legally Blonde reference don't lie"
"377","144526",-1,"JetBlue","What the heck is @JetBlue's Mosaic program? Heard the flight attendant mention it 6 times in 2 mins."
"378","144616",0,"JetBlue","@JetBlue are you sure you like being associated with @SilverAirways ? They are horrible in ft. Lauderdale right now, Terrible communication."
"379","144700",-1,"VirginAmerica","I never get tired of the @VirginAmerica safety video"
"380","144705",-1,"JetBlue","@JetBlue Ugh, my GF didnt know I LOVED Jetblue and booked our 5 flight trip via @SouthwestAir :( so sad"
"381","144870",0,"JetBlue","Ayyy @JetBlue gave me a credit for the technical issues flying out of LA. Knew there was a reason I'm so loyal to JetBlue. Thanks guys!"
"382","144878",-1,"SouthWest","@Evan_Petrone the problem is that you are flying @SouthwestAir ... @AmericanAir for days."
"383","14501",-1,"SouthWest","@NKOTB @SouthwestAir I miss this day. I was at the airport to greet you in Vegas."
"384","145033",-1,"United","@andrew_leach @united She doesn't have time to waste!"
"385","145143",-2,"Delta","@DeltaAssist hi! Trying to book a flight via call as I've got a credit with you from a earlier cancelled flight. Any way I can do it myself?"
"386","145174",-1,"AlaskaAir",".@AlaskaAir I can always count on you guys - so, the Cafe Vita espresso machine outside your C gates is broken..."
"387","145322",-1,"United","@Jackiepalmmmm @united can wait to here your full review about this"
"388","145339",1,"VirginAmerica","Had a wonderful flight on @VirginAmerica to and from LAX and SEA. They even suprised me with compensating my time for a delay. #Bravo."
"389","145424",1,"AlaskaAir","Waiting at OGG airport after deboarding our @AlaskaAir flight to SEA. Amazed by how gracefully employees are handling the passenger stress."
"390","145490",0,"SouthWest","@SouthwestAir please wait in Houston for me  coming in from flight #4988 to #927 to LAX. Got about a 2 minute window ðŸ™ðŸ» I'm fast I'll run"
"391","145596",0,"AlaskaAir","Flying Delta feels like cheating. @AlaskaAir"
"392","145680",-1,"American","Late night at Bridgestone with the #Preds. Early morning on @AmericanAir to Chicago for game 6 tomorrow night."
"393","145808",-1,"SouthWest","@WilliamdeVry1 @SouthwestAir @MediaNiteRadio Ross and I will be there...but we are driving in...can't wait!"
"394","145992",-1,"AlaskaAir","@AlaskaAir Hi - I have an issue on an upcoming flight. Can you guys follow me so I can DM information pls?"
"395","146060",-1,"JetBlue","@AlisonBedell @JetBlue Can't wait to see you on Catch A Contractor!"
"396","146102",-1,"American","@AmericanAir why has flight 2153 to DC been delayed over and over?"
"397","146106",-1,"AlaskaAir","@AlaskaAir  first course in first class flight 31. Not a bad way to cross the country. http://t.co/r1WTFWnzo0"
"398","146464",-2,"Delta","@DeltaAssist Had to cancel a flight last minute due to medical emergency (purchased w/sky miles). Best way to rebook? 800#?"
"399","146661",0,"Delta","Just got material for tomorrows post @delta a #ORD #Redcoat UGed a #Delta FA over a #Gold #Medallion #FAIL #KeepDescending @DeltaAssist"
"400","146670",0,"American","This plane smells like bacon sandwiches !!! @AmericanAir ðŸ˜¬"
"401","146732",0,"SouthWest","Instagram : by elcaptaincurt - Having a bad day, but a little @southwestair  can cheer anyone up! #737 #badday #goiÃ¢â‚¬Â¦ http://t.co/Arkv8wJTrx"
"402","146743",0,"American","Before I write my letter into @AmericanAir I wanted to give a big shout out to Theresa who works the EXP desk late nights M-Th"
"403","14695",2,"United","@duranaca @united @sfo tough one Arturo. It never gets easier."
"404","146965",0,"United","#ThankYou @United for being a sponsor of this year's #Cycle4LAsBEST! It's not too late to show your support: http://t.co/46A55bfAjM"
"405","147207",-1,"United","Okay, @SouthwestAir. @united missed the @JohnWayneAir curfew last week. Can you show them what an on-time arrival looks like?"
"406","147251",1,"American","@SarahKSilverman @AmericanAir Delta would never treat you like that."
"407","147425",1,"VirginAmerica","1 Hero-50 kids-0 shelter-See film Waiting for Mamu &amp; then HELP http://t.co/FReY1NAeKY #NepalEarthquake @VirginAmerica http://t.co/aOvWbVd6k6"
"408","1475",1,"United","I have never attempted to fly standby on @united before. Hoping this works!"
"409","147615",-1,"AlaskaAir","@Delta @united @AlaskaAir can anyone help get my stranded friends from SLC to YYC? They need a medical procedure done and their car broke!"
"410","147616",-1,"United","@Delta @united @AlaskaAir can anyone help get my stranded friends from SLC to YYC? They need a medical procedure done and their car broke!"
"411","147745",-1,"AlaskaAir","Vegas is so close I can smell it @AlaskaAir #lasvegas #batontwirling"
"412","147777",1,"AlaskaAir","So excited to go to #mom2summit at the hour of insane wed am with new baby in tow hope he flies well @AlaskaAir #travel #travelwithbaby"
"413","147876",1,"JetBlue","@JetBlue No because they saw it and did nothing,  We were  in 22 and there was attendant right behind. Always hanging over seat &amp; never sat,"
"414","147958",1,"American","On hold with @AmericanAir rep admitted customer service was better with @USAirways I believe her"
"415","14805",-1,"VirginAmerica","Our @VirginAmerica flight delayed an hour but it's OK we have @PitchPerfect selfie http://t.co/7EqgqdAEG4"
"416","148069",-2,"American",".@AmericanAirÃ¢â‚¬â„¢s Will Ris: We need to deal with this issue now to prevent long-term economic harm to the US airline industry #CAPASummit"
"417","148070",1,"AlaskaAir","@AlaskaAir Another amazing expierence calling in to see about fixing some seating issues &amp; it was as flawless as ever! #WhyIFlyAlaska #ThxU"
"418","148284",-2,"American","#BREAKING: Some @AmericanAir flights delayed due to prob w/ software on pilot iPads. @KevinCokelyNBC5 reports live on @NBCDFW at 10."
"419","148459",0,"VirginAmerica","I switched to @VirginAmerica to their Gold level FF program. Why dont you issue brding passes for all legs of a trip when departing 1st leg?"
"420","148727",0,"VirginAmerica","@KepanisLaw @VirginAmerica very sad. I wear very expensive perfume and would never want this to happen. I love @VirginAmerica as well :/"
"421","148857",-1,"AlaskaAir","Can't wait to introduce the @AlaskaAir Signature Fruit &amp; Cheese Platter to Costa Rica! http://t.co/23NsRTpFyO"
"422","148999",0,"SouthWest","@SouthwestAir -Thanks 4 response. U need 2 make it clear U cannot get on the Internet. I wanted 2 do research 4 an article -not watch bad TV"
"423","149128",-1,"United","@united decided to go united for the first time..will never make that mistake again. Totally left hanging (1/3)"
"424","149203",0,"VirginAmerica","@VirginAmerica should be very thank full for having Nicole and Margate. Every time Virgin mess up they are so help and normal can fix it."
"425","149267",-1,"SouthWest","@MrPapagiorgio90 @JCrossover @SouthwestAir waste of time. @TasMelas already on it #TheStarters"
"426","149360",-2,"American","@AmericanAir where can we issue a complaint regarding ground crew conduct?"
"427","149408",-1,"United","Beginning Today, @united Expands Their Embraer 175 Operations To YUL From Their Chicago O'Hare Hub. Daily Use Of E175 Until Late August."
"428","149410",1,"American","Tough flight on @AmericanAir Toddler &amp; baby taking turns throwing tantrums as Mom/Dad switch off between 1st class/economy... #GoodTimes"
"429","14942",-2,"SouthWest","Wi-fi available on our @SouthwestAir flight, ho hum. Wait, I can watch @nbcparenthood ?!? #happydance #notissues #unprepared"
"430","149657",0,"United","@CNNMoney @CNN @Skiplagged @united Hahahahahahahaha!!! Keep up the bad press. I'm sure your stockholders are just loving it. &lt;/sarcasm&gt;."
"431","149658",1,"United","@united told Kevin on #1582 5/1 to MSY that he looked like 1 in a @United videos.he's auditioned &amp; is waiting for call back. I give him Ã°Å¸â€˜ÂÃ°Å¸â€˜Â"
"432","149692",-1,"United","Ha ha @united complains of ""foreign"" Govt. patronage for better run international airlines and look at this! Shame! https://t.co/FK4xbpIiq6"
"433","149985",1,"American","@AmericanAir never done anything like mum wanted to before she's 80. So we're coming!!"
"434","150378",-1,"JetBlue","AUS --&gt; JFK with @JetBlue  âœˆï¸ (Texas, you were a dream but I can't wait to be home!)"
"435","150617",-1,"VirginAmerica","Hell is a redeye full of (drunk?) people en route back from #MayPac yelling abt how they're from the South Shore. @VirginAmerica - not cool."
"436","150680",-1,"United","@scottb_edu @united I fear the same situation for my flight tomorrow morning!"
"437","150688",0,"JetBlue","Don't miss #AAJATriviaBowl's sweet raffles from @JetBlue @birchbox @tekserve &amp; more on 5/15! https://t.co/aMMeahr0Ae http://t.co/zXgGDp53WD"
"438","1507",-2,"United","@united I hate 787! It's ugly."
"439","150838",0,"United","@Unclekage @united i hope theres wine enough. Would be sad if you dried out."
"440","150951",-1,"AlaskaAir","Seattle catering put sweet bread &amp; butter pickles on the @AlaskaAir Cubano sandwich, not dill pickles. Ugh! Maybe catering staff were drunk?"
"441","150956",-1,"SouthWest","@SouthwestAir that would be much appreciated!Lots of ppl have complained about it. Sad when 2-200lb men &amp; myself can't fit in a row properly"
"442","151147",-1,"JetBlue","Cinco de flyo for me today!  But get to do it on @JetBlue ! Can't wait to visit with the team at #MBOB #burlington #boston"
"443","151165",-1,"JetBlue","May The 4th Be With Uou Late Post... JetBlue Style @jetblue #jetbluesofly #jetBlueBOS #avgeeksÃ¢â‚¬Â¦ https://t.co/TyYtJArsQ2"
"444","151173",-1,"American","We can't wait to see you at #OfficeHours at #VentureScape tomorrow @getmagicbook cc @Americanair"
"445","151213",-1,"VirginAmerica","So @VirginAmerica started following me and I really hope this is for a ""hey we're gonna send you to NYC on us."" thing. Cause I miss it."
"446","151265",-1,"United","@justcauseitsmoi @united still haven't got it?? Hope they compensate you for inconvenience."
"447","151398",0,"American","Headed home. On the new @JetBlue Mint flight. Feel like I'm cheating on @AmericanAir but let's see... #BallUpCEOwork http://t.co/TxSCK7qiUt"
"448","151477",0,"American","@AmericanAir hi. Can you guys pull up my AA Advantage number + password? I had the card but I lost it some time ago"
"449","151510",1,"AlaskaAir","I miss Maui!!! Thank you @AlaskaAir! #TravelTuesdays keep me in the air. The comp Mai Tai is another good reason #IFlyAlaska Be back Maui."
"450","151531",1,"JetBlue","Airfare purchased @JetBlue  now just waiting for November for our Aruba trip @yougonnafly Gonna B Good!!!"
"451","151633",0,"United","@wanderingzito I need your miracle work. I flew 70k+ miles on @united last year and lost all status."
"452","151675",-1,"JetBlue","CANNOT WAIT to try this inflight! Amazon Prime members will be able to stream free on @JetBlue  http://t.co/seNMtwYSmp"
"453","151735",0,"United","@purduepd @airfarewatchdog trying to book reasonably priced 1way flt ZRH ORD ~17 Aug. Options (incl @United award) poor. Pointers/thoughts?"
"454","151740",0,"Delta","@DeltaAssist looks like I will miss my connection in SLC at 3:08. You have another way to get me to Portland?"
"455","151793",-1,"SouthWest","It's a unicorn flight on @SouthwestAir. Flew out of mysterious, nearly never used gate C4 at BNA and got this seat. http://t.co/dZS8R5qnQN"
"456","151966",-1,"JetBlue","Ahhhhhh, looking through old vacation pictures makes me miss @JetBlue #AYCJ ... #gonetoosoon #2009 #2010"
"457","151970",-2,"American","Oh @AmericanAir we promise to try hard not to cheat on u again after today See u Friday &amp; next week! Bring on the #triathlon season #travel"
"458","151991",-1,"American","Noticia sobre American Airlines @AmericanAir y ponen foto de un 787 de United @united  #FAIL https://t.co/znYybGtshW"
"459","152055",-1,"American","@AmericanAir - s/o to JAL for the bump in class from MNL to NRT. Waiting on my ride home. http://t.co/d8uogupAVK"
"460","152133",-1,"VirginAmerica","No, they were not sorry at all. Fly @VirginAmerica or @AmericanAir, much more pleasant. #Rude #NickleandDime #Delta  https://t.co/eOA1W4JdC9"
"461","152411",1,"American","Score! Plug under my seat! Dang! Plug doesn't work #sigh @AmericanAir"
"462","152466",-1,"United","Now I remember why I don't ever fly @united...connecting flight got cancelled out of no where, never choosing this airline again."
"463","152818",1,"American","About to leave on my 2nd flight on @AmericanAir #787 N800AN. Just as much excitement as inaugural #AADreamliner http://t.co/iwUn9E7NDO"
"464","152845",-1,"American","@AmericanAir are you sure? it's LIT&gt;ORD they are saying a maintenance issue."
"465","153026",-1,"American","@camerondallas @AmericanAir Cameron missed the flight, take a taxi and come to my house baby"
"466","153062",-1,"American","@AmericanAir help @camerondallas He missed his flight"
"467","153066",-2,"American","@AmericanAir help @camerondallas!!!! He missed a flight and he's really sick!!!! @AmericanAir He needs to get to Shreveport."
"468","153074",0,"American","@AmericanAir can you please help Cam get another flight he missed his so please help him it's important @camerondallas"
"469","153090",-1,"United","@MsFrannyHilson @united did they lie tho?"
"470","15313",-1,"AlaskaAir","@AlaskaAir i never received, or lost my confirmation email for my flight, can you send it again?"
"471","153181",-1,"American","@AmericanAir Hi I just lost my flight what should I do?"
"472","153226",-4,"AlaskaAir","I left my 3DS on a plane last week. I'm mostly upset about losing my Pokemon. Holding out faint hope for @AlaskaAir to find it."
"473","153255",-1,"United","Poor decision @united http://t.co/JVSkthg1mp  #autismawareness #AutismIsNotContagious"
"474","153641",-1,"United","Because coping with autism every single day isn't hard enough, @United #Shameful http://t.co/luYPQ9CH1w"
"475","153761",-1,"United","Hey @united Are you planning to issue exceptions for Sun 5/10 flights out of @FlyMyrtleBeach in preparation for TS Ana landfall?"
"476","153974",0,"VirginAmerica","The @VirginAmerica Safety Video is by far the worst part of flying their airlines: https://t.co/OMkskTeUK0 I still love them, though"
"477","154115",0,"VirginAmerica","Giving props when they are due. Thanks @VirginAmerica for making my late bag situation not a situation and for a great flight."
"478","154150",1,"SouthWest","@SouthwestAir ""Because My Nanny Told Me So""!  A book dedicated to all the kids who have lost their mother! God Bless!"
"479","154152",0,"United","Fuck off @united.  Girl with autism kicked off plane because captain didn't 'feel comfortable' flying with her http://t.co/jwiRiqFvyp"
"480","154217",-1,"JetBlue","Almost missed my flight this morning but @JetBlue was the real mvp and got me through checking and security in 10 minsÃ°Å¸â„¢ÂÃ°Å¸â€™â„¢"
"481","154303",-1,"American","@AmericanAir already got a room trying to leave tonight."
"482","154394",1,"VirginAmerica","Sitting in SFO awaiting the purple embrace of @VirginAmerica ultra cool cabin. My favorite airline,  sorry it's a short flight. Ã¢Å“Ë†"
"483","154544",-2,"JetBlue",".@JetBlue What the heck is the last sec change of flights to JFK today? Now Im getting into NY tomorrow? WTH! Im going to miss work #jetblue"
"484","154580",0,"SouthWest","@SouthwestAir Return trip a lot better but small boarding issue. School trip boarded before early boarders. Why pay to board early?"
"485","154592",-1,"American","Yooo Joey, tweet these bad boys @madflavor  @AmericanAir"
"486","154707",-1,"JetBlue","@CaraRobbo @garywilliamsGC @JetBlue @THEPLAYERSChamp @LPGA How can GolfChannel be so good and NBC suck so hard?"
"487","154717",1,"American","Huge kudos to the Mom @americanair employee who worked on #MothersDay to rebook my flight to avoid the #DFW weather issue"
"488","154736",-1,"American","I heard @AmericanAir is holding @madflavor hostage on Mother's Day?!?! He has better shit to be doing! #FreeCoCo"
"489","15489",-2,"Delta","@DeltaAssist trying to grt through on line or im or skymile cc is there a problem"
"490","155041",4,"AlaskaAir","@Ca_Metzger @maudie43 Oh my cats! Even better and better. We're on @AlaskaAir when we leave for #PDX. Air Canada has great reputation."
"491","155138",-1,"SouthWest","Cannot wait to get the party started with @southwestair http://t.co/Uz9DCFcmZo"
"492","155194",1,"VirginAmerica","Yes, @VirginAmerica I'm no longer a Virgin virgin. Staff made even the redeye fun, especially Paul. Looking forward to return flight 6/1."
"493","15524",-2,"United","@DanielleAllan12 @nbcwashington @united I vote for the space suit! worst case we get stuck in Jamaica...hmm now that's a thought ;)"
"494","155365",-2,"American","Ã¢â‚¬Å“@AmericanAir: @ChristianLeave We're sorry to hear that you're mad at us. We received your DM and will answer you very soon.Ã¢â‚¬Â HAHAH"
"495","155401",-1,"United","Mom &amp; teen daughter w/ #Autism allegedly kicked off @United  flight over food issue - http://t.co/2gGFa9dOWQ via @ABC @EmShap12"
"496","15548",3,"AlaskaAir","@AlaskaAir hi evry1 there dear #happybluefriday most admires so adorable and pretty miss Minnie very beautiful aircraft sending lots of love"
"497","15551",-1,"American","@laurahorn10 @AmericanAir Ooo she mad"
"498","155667",-1,"United","Justify #UnitedAirlines pilots actions of kicking child with #autism off plane because 'felt uncomfortable'  http://t.co/rH9dJR9LLs @united"
"499","155738",-1,"JetBlue","Not the first time I've read or heard bad things about @united. I'll stick with @JetBlue &amp; @SouthwestAir. http://t.co/zWnEQJsR5G"
"500","155756",-1,"United","@united My flight had issue and turned back to EWR.  Flight crew were very professional.  That's why I fly with you guys."
"501","155764",-2,"United","@FoxNews @united sad it came to this But a parent must realize their child's limits."
"502","155980",-3,"JetBlue",".@jetblue your personnel issue on flight 701 from FLL to LAX is about to become a passenger issue. The natives are getting restless."
"503","156008",2,"AlaskaAir","Thank you @AlaskaAir for the upgrade to first class on my flight to San Diego this morning. Starving student got a taste of the good life!"
"504","156035",2,"AlaskaAir","Loving my experience with @AlaskaAir now that I know I have to check in earlier. Considering switching  elite status 2 Alaska out of abq"
"505","156069",-1,"American","Hate @SouthwestAir, no corporate travel should have to deal with this herding of cattle.Good reason to fly @AmericanAir, they give me a seat"
"506","15607",-2,"SouthWest","@Zak_Bagans @SouthwestAir I'm sorry Zak that stinks"
"507","156219",-1,"Delta","@DeltaAssist Can I cancel my flight through this tweet"
"508","156261",0,"SouthWest","@SouthwestAir Hi! You called me about my Rapid Rewards account missing some points- Just trying to call you back to get it straightened out."
"509","156279",-1,"United","@united is there any possibility that my flight tonight from tulsa to houston will be cancelled too?"
"510","156342",0,"JetBlue","New York: 200 Miles. So long miss #AVAonACK ! And thanks @JetBlue for getting my family bACK &amp; forth fast! #nantucket http://t.co/oS7PX9k9Az"
"511","156452",2,"VirginAmerica","@davrolm this is precisely a main reason why I switched from @AmericanAir  to @VirginAmerica. Oh the entertainment, seat service is nice too"
"512","156599",-2,"Delta",".@DeltaAssist looks like @BrettYoungMusic needs some comp stuff from Delta for the inconvenience. Crazy disorganized"
"513","156652",-2,"United","@united (cont'd) its a first wold problem, but don't switch seat, kill my Econ+, and give me no entertainment for 6 hrs w/ with no notice."
"514","156733",0,"VirginAmerica",".@BrettYoungMusic @DeltaAssist sad. Airlines used to value customer service. Fly SW or @VirginAmerica is awesome if you have the option Ã°Å¸â€˜Â"
"515","156977",0,"JetBlue","@JetBlue REMEMBER I HAD A FULL ON CONVERSATION WITH YOU ASKING YOU ON A DATE THEN I BROKE UP WITH YOU, that was so great ily u jet blue"
"516","157018",-1,"American","@Jennipulos @AmericanAir @JLJeffLewis they are the absolute worst!"
"517","157121",0,"AlaskaAir","@AlaskaAir @judahsmith BAK, make a call to all MY Preachers. PLEASE SUPPORT MY PEOPLE. Planes are crashing goodness will prevent negative..."
"518","157220",-1,"SouthWest","Can't wait to fly @SouthwestAir to Vegas today on my birthday!!! âœ¨ðŸŽŠ"
"519","157546",3,"JetBlue","Friend sent me this... so awesome ... thank you, @JetBlue for thinking of the #workingmother  ... already stressed about work travel."
"520","157862",-1,"AlaskaAir","Mad Props to @AlaskaAir for actually desiging their mobile app, the rest of y'all airlines are NASTY, 12 yr olds could do better"
"521","157938",2,"JetBlue","@JetBlue handling compliments better than the current complaint from trip on May 11th.Hope JetBlue does the right thing by this loyal flier!"
"522","1580",-1,"American","@AmericanAir Can't wait to read Adam Pitluk's latest column!"
"523","15801",3,"United","Just had yet another bad experience on @AmericanAir. Makes me wonder what my gold status is actually worth. @United looks better every day."
"524","158028",-3,"Delta","@DeltaAssist I miss you. No DL direct flight to where I'm going. Stuck in another airline's long check in line. Miss my status with you."
"525","158065",2,"VirginAmerica","@VirginAmerica I had this card in the past, but no longer. If I reapply and get approved, would I qualify for the 20K bonus?"
"526","158221",2,"AlaskaAir","@AlaskaAir thanks for the great flight home from BOS-PDX. Amazing crew Why did you switch to gate C41 in BOS? There's no food after security"
"527","158245",-1,"SouthWest",".@DrNurseDan Never a doubt. 20-yr customer, @southwestair stockholder since the previous millennium. Bet they tweet at you, to boot!"
"528","158306",0,"VirginAmerica","This new _bid to upgrade_ feature for @VirginAmerica flights is neat. If I was flying longer than 2 hours I__d try it out."
"529","158422",-1,"JetBlue","Yeah! @JetBlue will be serving #Ecuador starting #2016. Bookings start late summer."
"530","158536",0,"VirginAmerica","A sad day when the fancy vagina shaped pottery exhibition gets removed from the @virginamericaÃ¢â‚¬Â¦ https://t.co/442IFuWw58"
"531","158823",-2,"United","@Guglieri2313 @colorlessraider @united   Oh I see.  Sorry a little slow on the uptake."
"532","158890",0,"SouthWest","I â¤ï¸ Southwest for many reasons, including this | The Best and Worst Airline Rewards Programs @SouthwestAir $LUV http://t.co/YwfIyyB0NR"
"533","159146",-1,"AlaskaAir","#CopperRiverSalmon opener - Slow start, small fish. @SaltysSeafood beats @AlaskaAir-1st Seattle salmon http://t.co/cqSBUPfujq @SeattleFishCo"
"534","159343",-2,"SouthWest","""Southwest Airlines refused to let woman use cellphone to save her husband's life:"" http://t.co/GqT0HT86K0  (cc: @SouthwestAir) #disgusting"
"535","15939",2,"AlaskaAir","@AlaskaAir great job making right on a bad flight dca:lax. That's why you're the best airline in the business."
"536","159415",-1,"United","This is why @americanair @united @delta need to shut their mouths. Shame on you US-based airlines. http://t.co/9KrHPM6rLq"
"537","159854",-1,"American","New plane smell on @AmericanAir 2320 this morning.  #dreamliner #giantwindow http://t.co/JmzjP3v5Oi"
"538","160049",0,"United","@united is it still possible to be upgraded via RPU if there are ""RN0 and R0"" class seats on a flight? What if one of those people cancel?"
"539","160070",-1,"United","@united Do you offer open-ended tickets? CLT-BUD in late June 15. Likely want to return June/July 2016, but no set date."
"540","160223",-2,"United","@united is it normal to get shocked when touching the metal armrest when my phone is plugged into the outlet? #issues http://t.co/CItgGlRNI3"
"541","160395",-1,"SouthWest","@Brooklyn_Chase @SouthwestAir agreed. Terrible airport"
"542","16042",-1,"American","@HEELZiggler @IAmJericho @AmericanAir Jericho Sucks ;) :D"
"543","160435",-1,"American","Can't wait to fly on the 777-300ER @AmericanAir yeah!!! I'm DMing you now"
"544","160439",-2,"United","@leagueexpress  Wakefield v Leigh, Error strewn but an enthralling game. Arsenal@united will need to wait."
"545","160623",-1,"United","@united flight 1234 out of PIT cancelled. And options out of neighboring airports? CMH? Got 4 guys that need to be in Houston tomorrow."
"546","160897",-2,"Delta","Indeed @marktraphagen! @iPullRank is one dude @DeltaAssist doesn't want writing negative press. Too bad 4 themÃ¢â‚¬Â¦"
"547","160900",-2,"United","@virtualsteve @reillyusa @rUv @united nothing to worry about. Hacking is illegal!"
"548","161121",0,"SouthWest","@SouthwestAir oh no need! I wasn't mad at all. You took care of me as best you could, I just wanted to get home a bit sooner."
"549","161519",-2,"American","@AmericanAir the express jets are frightening. Old crappy 900. http://t.co/kZQNjFHe2O"
"550","161731",-1,"Delta","@FuzzyGolf @DeltaAssist @airlivenet I believe circled first at LHR, then missed approach, then 7700 to get priority.. i dont have the map"
"551","161926",-1,"SouthWest","@RiseTheoryyy @AmericanAir I fly @SouthwestAir. Fuck a detour."
"552","162431",-1,"American","@AmericanAir I know it's a long shot, but how do I report a lost wallet, AA192, seat 16F"
"553","162566",2,"American","@AAdam_flyer @AmericanAir No one likes to wait in line, but instead of fixing it, we'll just tell you to be patient. :-) #goingforgreat"
"554","162797",-1,"United","@JonesN4mo @BreathBodyYoga @BGCAustin @silvercar @united missed you this morning Brian!"
"555","1629",3,"JetBlue","Thanks also to @JetBlue for a great &amp; affordable trip! Awesome proactive service dealing w a minor issue on return flight! #88Roadtrip"
